ID,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,class
1582,1,1,60,1,5.0,1.0,2,2.0,6.0,2
1583,1,0,49,1,2.0,1.0,1,1.0,3.0,1
1584,1,0,24,1,9.0,2.0,1,,4.0,1
1585,1,1,52,1,5.0,0.0,3,3.0,6.0,3
1586,1,1,34,1,2.0,0.0,2,2.0,6.0,2
1587,1,0,18,1,1.0,7.0,1,3.0,6.0,4
1588,1,0,25,1,1.0,3.0,1,4.0,3.0,4
1589,1,1,37,1,2.0,0.0,2,4.0,6.0,2
1590,1,0,25,1,5.0,1.0,1,1.0,6.0,4
1591,1,1,38,1,1.0,0.0,3,3.0,6.0,3
1592,1,1,38,1,4.0,1.0,1,4.0,4.0,1
1593,1,1,71,1,8.0,1.0,1,,6.0,2
1594,1,0,44,1,5.0,2.0,1,1.0,6.0,1
1595,1,1,46,1,4.0,0.0,2,4.0,6.0,3
1596,1,0,29,1,4.0,0.0,1,5.0,2.0,1
1597,1,1,47,1,6.0,5.0,3,2.0,4.0,1
1598,1,1,75,1,9.0,0.0,1,2.0,6.0,2
1599,1,1,70,1,4.0,0.0,1,2.0,6.0,1
1600,1,0,40,1,5.0,0.0,1,1.0,6.0,1
1601,1,0,28,1,4.0,0.0,1,,4.0,1
1602,1,1,56,1,5.0,1.0,2,5.0,6.0,3
1603,1,1,48,1,4.0,0.0,1,1.0,6.0,1
1604,1,1,20,1,1.0,1.0,3,8.0,4.0,2
1605,1,0,17,1,1.0,0.0,1,3.0,6.0,4
1606,1,0,21,1,1.0,,1,3.0,7.0,4
1607,1,0,32,1,8.0,8.0,1,1.0,6.0,4
1608,1,1,52,1,4.0,1.0,1,3.0,6.0,1
1609,1,1,54,1,5.0,1.0,2,2.0,4.0,2
1610,1,1,72,1,3.0,0.0,3,4.0,6.0,1
1611,1,1,88,1,6.0,,3,2.0,6.0,3
1612,1,1,58,1,5.0,0.0,1,2.0,6.0,1
1613,1,0,37,1,4.0,0.0,1,2.0,6.0,4
1614,1,0,41,1,5.0,0.0,1,2.0,6.0,3
1615,1,1,82,1,3.0,1.0,3,2.0,6.0,1
1616,1,0,21,1,1.0,,1,4.0,3.0,4
1617,1,1,45,1,5.0,0.0,2,4.0,3.0,2
1618,1,1,36,1,4.0,8.0,2,2.0,6.0,2
1619,1,1,41,1,2.0,1.0,1,3.0,6.0,1
1620,1,1,70,1,5.0,0.0,2,2.0,6.0,3
1621,1,0,17,1,1.0,7.0,1,3.0,6.0,4
1622,1,0,40,1,5.0,4.0,1,1.0,6.0,4
1623,1,1,26,1,1.0,0.0,1,5.0,4.0,4
1624,1,0,52,1,4.0,1.0,1,1.0,4.0,1
1625,1,0,27,1,1.0,0.0,1,3.0,4.0,2
1626,1,1,34,1,,3.0,2,2.0,6.0,3
1627,1,0,17,1,7.0,0.0,1,2.0,5.0,4
1628,1,0,18,1,1.0,2.0,1,4.0,6.0,4
1629,1,0,31,1,1.0,0.0,1,4.0,3.0,2
1630,1,0,29,1,1.0,1.0,1,4.0,2.0,3
1631,1,0,35,1,7.0,0.0,1,1.0,6.0,2
1632,1,1,81,1,3.0,5.0,3,2.0,6.0,1
1633,1,1,36,1,2.0,,1,1.0,3.0,3
1634,1,0,44,1,5.0,1.0,1,1.0,6.0,1
1635,1,0,30,1,,6.0,1,1.0,4.0,4
1636,1,1,26,1,4.0,9.0,1,4.0,6.0,3
1637,1,0,17,1,1.0,1.0,1,5.0,6.0,4
1638,1,1,21,1,7.0,1.0,1,4.0,6.0,1
1639,1,0,21,1,1.0,2.0,1,6.0,6.0,4
1640,1,0,41,1,8.0,8.0,1,1.0,3.0,4
1641,1,1,68,1,7.0,1.0,1,1.0,6.0,1
1642,1,1,42,1,8.0,8.0,3,2.0,6.0,1
1643,1,1,88,1,3.0,3.0,3,2.0,6.0,1
1644,1,0,25,1,1.0,1.0,1,4.0,3.0,3
1645,1,0,42,1,5.0,1.0,1,3.0,6.0,2
1646,1,1,29,1,4.0,1.0,2,2.0,3.0,3
1647,1,1,59,1,6.0,0.0,1,2.0,6.0,2
1648,1,1,37,1,7.0,7.0,3,4.0,3.0,3
1649,1,1,28,1,8.0,0.0,3,4.0,2.0,2
1650,1,1,44,1,4.0,0.0,2,2.0,4.0,1
1651,1,0,19,1,1.0,3.0,1,4.0,4.0,4
1652,1,1,50,1,9.0,9.0,1,1.0,6.0,1
1653,1,1,35,1,4.0,1.0,2,4.0,3.0,3
1654,1,0,40,1,9.0,9.0,1,3.0,3.0,2
1655,1,1,45,1,4.0,,1,5.0,6.0,4
1656,1,0,29,1,5.0,9.0,1,1.0,6.0,1
1657,1,0,22,1,8.0,0.0,1,5.0,5.0,2
1658,1,1,38,1,1.0,4.0,1,2.0,6.0,2
1659,1,1,62,1,5.0,0.0,2,4.0,6.0,2
1660,1,1,59,1,5.0,1.0,2,3.0,6.0,3
1661,1,0,19,1,1.0,1.0,1,3.0,6.0,4
1662,1,1,88,1,3.0,1.0,3,2.0,6.0,1
1663,1,1,30,1,7.0,9.0,3,2.0,4.0,1
1664,1,0,42,1,6.0,1.0,1,4.0,6.0,1
1665,1,1,69,1,3.0,3.0,3,2.0,6.0,1
1666,1,0,34,1,5.0,9.0,1,1.0,6.0,1
1667,1,1,41,1,5.0,0.0,3,2.0,6.0,2
1668,1,1,38,1,7.0,6.0,2,2.0,3.0,3
1669,1,1,28,1,1.0,0.0,1,2.0,6.0,1
1670,1,0,37,1,8.0,8.0,1,,6.0,1
1671,1,1,73,1,3.0,1.0,1,1.0,6.0,1
1672,1,1,40,1,5.0,1.0,1,2.0,6.0,3
1673,1,1,50,1,4.0,0.0,2,4.0,7.0,3
1674,1,1,49,1,6.0,1.0,3,3.0,6.0,3
1675,1,0,22,1,9.0,0.0,1,3.0,6.0,4
1676,1,0,35,1,5.0,9.0,1,3.0,6.0,1
1677,1,0,35,1,5.0,8.0,1,1.0,6.0,2
1678,1,1,49,1,7.0,1.0,1,2.0,6.0,4
1679,1,0,22,1,1.0,,1,4.0,3.0,4
1680,1,0,36,1,1.0,1.0,1,1.0,6.0,4
1681,1,1,64,1,6.0,0.0,3,4.0,6.0,3
1682,1,0,25,1,1.0,0.0,1,1.0,6.0,4
1683,1,1,54,1,4.0,1.0,1,3.0,6.0,1
1684,1,1,64,1,6.0,0.0,3,2.0,6.0,3
1685,1,1,71,1,3.0,1.0,3,2.0,6.0,1
1686,1,1,50,1,5.0,7.0,2,2.0,6.0,3
1687,1,0,24,1,5.0,1.0,1,5.0,6.0,4
1688,1,1,37,1,6.0,0.0,3,3.0,6.0,3
1689,1,1,54,1,5.0,,2,2.0,6.0,1
1690,1,1,45,1,5.0,0.0,2,,6.0,3
1691,1,0,38,1,5.0,0.0,1,3.0,6.0,2
1692,1,1,61,1,5.0,0.0,3,2.0,6.0,2
1693,1,1,36,1,5.0,4.0,2,2.0,2.0,3
1694,1,0,27,1,2.0,3.0,1,7.0,4.0,1
1695,1,0,31,1,9.0,1.0,1,6.0,6.0,2
1696,1,0,30,1,7.0,14.0,1,2.0,7.0,1
1697,1,0,30,1,1.0,1.0,1,3.0,6.0,4
1698,1,0,42,1,5.0,8.0,1,,6.0,1
1699,1,1,66,1,5.0,1.0,2,2.0,6.0,2
1700,1,0,71,1,3.0,0.0,1,1.0,6.0,3
1701,1,1,56,1,2.0,0.0,1,3.0,6.0,2
1702,1,1,57,1,6.0,,3,3.0,6.0,1
1703,1,1,35,1,4.0,4.0,2,2.0,6.0,2
1704,1,0,20,1,8.0,9.0,1,1.0,6.0,4
1705,1,1,46,1,4.0,1.0,2,5.0,6.0,3
1706,1,0,24,1,4.0,8.0,1,3.0,6.0,4
1707,1,1,40,1,2.0,9.0,2,2.0,3.0,2
1708,1,0,28,1,1.0,0.0,1,4.0,6.0,1
1709,1,0,20,1,1.0,0.0,1,3.0,4.0,4
1710,1,1,65,1,3.0,0.0,1,1.0,6.0,3
1711,1,1,26,1,4.0,10.0,1,2.0,6.0,2
1712,1,0,26,1,8.0,,1,4.0,6.0,3
1713,1,1,51,1,5.0,4.0,1,1.0,6.0,3
1714,1,1,45,1,5.0,1.0,2,3.0,6.0,3
1715,1,0,22,1,1.0,0.0,1,4.0,3.0,4
1716,1,0,26,1,4.0,0.0,1,5.0,6.0,2
1717,1,1,51,1,7.0,1.0,1,3.0,4.0,2
1718,1,1,64,1,5.0,0.0,2,2.0,4.0,1
1719,1,0,41,1,4.0,,1,3.0,3.0,4
1720,1,1,58,1,4.0,1.0,1,2.0,6.0,1
1721,1,1,44,1,3.0,0.0,1,1.0,6.0,2
1722,1,1,17,1,6.0,,2,,3.0,4
1723,1,1,60,1,2.0,1.0,3,3.0,4.0,2
1724,1,1,52,1,5.0,1.0,2,4.0,3.0,3
1725,1,1,36,1,7.0,1.0,2,2.0,6.0,3
1726,1,1,62,1,6.0,0.0,3,5.0,6.0,4
1727,1,0,32,1,9.0,,1,5.0,4.0,4
1728,1,1,49,1,5.0,1.0,1,3.0,4.0,3
1729,1,1,61,1,5.0,1.0,1,2.0,6.0,3
1730,1,1,48,1,5.0,1.0,2,8.0,4.0,3
1731,1,1,45,1,8.0,6.0,2,3.0,3.0,3
1732,1,0,26,1,7.0,0.0,1,,2.0,1
1733,1,1,52,1,6.0,1.0,3,4.0,6.0,3
1734,1,1,41,1,5.0,2.0,3,2.0,6.0,3
1735,1,1,27,1,5.0,0.0,1,1.0,5.0,1
1736,1,1,48,1,2.0,1.0,2,4.0,6.0,2
1737,1,1,34,1,5.0,1.0,2,2.0,6.0,2
1738,1,1,26,1,7.0,0.0,1,,3.0,3
1739,1,1,57,1,3.0,0.0,3,2.0,6.0,2
1740,1,1,40,1,5.0,8.0,2,2.0,6.0,3
1741,1,1,31,1,4.0,9.0,2,2.0,6.0,4
1742,1,0,32,1,4.0,0.0,1,2.0,6.0,1
1743,1,1,68,1,4.0,0.0,1,5.0,3.0,1
1744,1,0,30,1,7.0,6.0,1,4.0,6.0,4
1745,1,1,67,1,3.0,,3,3.0,6.0,4
1746,1,0,38,1,2.0,4.0,1,3.0,3.0,4
1747,1,0,20,1,1.0,1.0,1,5.0,4.0,4
1748,1,1,38,1,5.0,,2,3.0,6.0,2
1749,1,1,40,1,5.0,9.0,1,1.0,6.0,3
1750,1,1,48,1,5.0,1.0,2,4.0,6.0,3
1751,1,1,37,1,6.0,0.0,2,2.0,6.0,1
1752,1,1,35,1,6.0,,3,,3.0,1
1753,1,1,51,1,5.0,9.0,1,4.0,6.0,3
1754,1,0,45,1,5.0,6.0,1,2.0,6.0,3
1755,1,0,27,1,7.0,4.0,1,3.0,6.0,3
1756,1,1,54,1,5.0,0.0,3,5.0,6.0,2
1757,1,0,40,1,1.0,1.0,1,1.0,6.0,4
1758,1,1,46,1,6.0,0.0,3,2.0,7.0,2
1759,1,1,51,1,5.0,0.0,1,3.0,4.0,1
1760,1,1,44,1,5.0,4.0,3,4.0,6.0,3
1761,1,0,31,1,1.0,,1,3.0,6.0,4
1762,1,1,77,1,3.0,1.0,1,1.0,6.0,2
1763,1,0,44,1,5.0,0.0,1,1.0,6.0,3
1764,1,1,38,1,6.0,,2,7.0,4.0,4
1765,1,1,37,1,7.0,0.0,3,4.0,6.0,4
1766,1,1,49,1,5.0,1.0,2,4.0,6.0,3
1767,1,1,52,1,2.0,8.0,3,4.0,6.0,1
1768,1,0,42,1,5.0,1.0,1,1.0,3.0,1
1769,1,1,58,1,5.0,1.0,2,3.0,6.0,3
1770,1,0,37,1,4.0,8.0,1,2.0,6.0,2
1771,1,1,41,1,5.0,2.0,2,2.0,6.0,3
1772,1,1,64,1,5.0,0.0,2,2.0,6.0,3
1773,1,1,78,1,3.0,0.0,1,2.0,6.0,1
1774,1,0,40,1,5.0,1.0,1,1.0,4.0,4
1775,1,1,41,1,4.0,9.0,1,2.0,6.0,1
1776,1,1,27,1,6.0,,1,7.0,4.0,1
1777,1,1,48,1,7.0,1.0,2,2.0,6.0,3
1778,1,1,57,1,5.0,1.0,1,2.0,7.0,2
1779,1,1,68,1,3.0,0.0,3,3.0,6.0,1
1780,1,0,34,1,5.0,3.0,1,1.0,6.0,3
1781,1,1,46,1,2.0,0.0,3,2.0,4.0,1
1782,1,0,24,1,9.0,12.0,1,1.0,6.0,4
1783,1,1,37,1,8.0,0.0,1,2.0,4.0,1
1784,1,0,24,1,2.0,8.0,1,3.0,6.0,4
1785,1,1,75,1,3.0,0.0,1,1.0,6.0,1
1786,1,0,22,1,1.0,0.0,1,5.0,5.0,4
1787,1,0,37,1,9.0,3.0,1,,6.0,4
1788,1,1,48,1,5.0,0.0,2,3.0,6.0,3
1789,1,1,55,1,,1.0,1,1.0,6.0,2
1790,1,1,70,1,5.0,1.0,3,2.0,6.0,3
1791,1,0,38,1,2.0,0.0,1,3.0,3.0,1
1792,1,0,40,1,5.0,8.0,1,3.0,6.0,1
1793,1,1,65,1,3.0,1.0,1,,4.0,4
1794,1,1,26,1,8.0,10.0,1,1.0,6.0,4
1795,1,0,22,1,1.0,,1,3.0,6.0,4
1796,1,1,34,1,5.0,2.0,2,2.0,6.0,3
1797,1,1,32,1,5.0,,1,2.0,1.0,2
1798,1,0,20,1,6.0,8.0,1,,7.0,4
1799,1,1,48,1,2.0,0.0,1,1.0,6.0,1
1800,1,1,41,1,2.0,9.0,1,3.0,6.0,4
1801,1,0,38,1,5.0,0.0,1,1.0,6.0,1
1802,1,1,67,1,3.0,8.0,1,1.0,5.0,1
1803,1,1,56,1,5.0,1.0,1,1.0,6.0,1
1804,1,0,37,1,5.0,0.0,1,1.0,6.0,1
1805,1,1,34,1,2.0,2.0,2,5.0,4.0,4
1806,1,1,40,1,9.0,0.0,1,3.0,6.0,4
1807,1,1,39,1,5.0,0.0,2,4.0,4.0,3
1808,1,0,31,1,1.0,,1,3.0,3.0,3
1809,1,1,52,1,5.0,0.0,2,4.0,6.0,2
1810,1,1,37,1,8.0,8.0,2,3.0,6.0,2
1811,1,1,67,1,9.0,0.0,1,2.0,6.0,4
1812,1,0,29,1,6.0,1.0,1,2.0,6.0,4
1813,1,1,51,1,4.0,4.0,2,5.0,6.0,3
1814,1,1,79,1,3.0,1.0,1,1.0,6.0,1
1815,1,0,30,1,1.0,1.0,1,7.0,6.0,1
1816,1,1,37,1,6.0,,2,4.0,4.0,1
1817,1,1,86,1,6.0,0.0,3,2.0,6.0,3
1818,1,0,22,1,1.0,1.0,1,4.0,6.0,4
1819,1,0,44,1,5.0,5.0,1,1.0,4.0,3
1820,1,1,35,1,5.0,9.0,2,4.0,7.0,1
1821,1,1,40,1,6.0,1.0,3,2.0,4.0,2
1822,1,1,47,1,5.0,0.0,1,4.0,6.0,3
1823,1,1,69,1,6.0,1.0,3,5.0,3.0,2
1824,1,1,83,1,3.0,3.0,3,2.0,6.0,1
1825,1,1,38,1,1.0,11.0,2,2.0,2.0,4
1826,1,0,38,1,5.0,0.0,1,1.0,6.0,1
1827,1,1,49,1,5.0,1.0,2,4.0,6.0,3
1828,1,1,39,1,7.0,1.0,1,5.0,6.0,1
1829,1,1,38,1,5.0,,2,2.0,4.0,3
1830,1,1,37,1,5.0,4.0,2,3.0,6.0,3
1831,1,1,70,1,3.0,1.0,3,2.0,6.0,2
1832,1,0,34,1,5.0,10.0,1,1.0,6.0,1
1833,1,1,26,1,1.0,5.0,1,5.0,6.0,4
1834,1,1,32,1,1.0,8.0,2,3.0,6.0,3
1835,1,1,36,1,5.0,,2,3.0,4.0,2
1836,1,1,73,1,3.0,1.0,3,2.0,6.0,2
1837,1,0,19,1,9.0,0.0,1,2.0,6.0,4
1838,1,1,29,1,4.0,1.0,3,4.0,5.0,4
1839,1,0,21,1,7.0,0.0,1,4.0,6.0,2
1840,1,0,42,1,8.0,9.0,1,1.0,6.0,1
1841,1,0,35,1,5.0,11.0,1,2.0,6.0,3
1842,1,0,28,1,1.0,4.0,1,2.0,6.0,3
1843,1,0,42,1,4.0,0.0,1,6.0,6.0,1
1844,1,0,37,1,4.0,7.0,1,1.0,6.0,4
1845,1,1,39,1,5.0,5.0,3,5.0,,2
1846,1,1,67,1,3.0,9.0,3,4.0,6.0,3
1847,1,1,56,1,5.0,1.0,2,,6.0,3
1848,1,0,34,1,4.0,9.0,1,2.0,6.0,1
1849,1,0,22,1,7.0,7.0,1,4.0,2.0,3
1850,1,0,49,1,5.0,1.0,1,1.0,6.0,2
1851,1,0,31,1,7.0,0.0,1,5.0,6.0,4
1852,1,1,58,1,4.0,9.0,1,1.0,6.0,1
1853,1,0,29,1,1.0,3.0,1,5.0,6.0,2
1854,1,0,34,1,5.0,0.0,1,1.0,6.0,1
1855,1,0,47,1,1.0,1.0,1,2.0,6.0,4
1856,1,0,28,1,1.0,9.0,1,4.0,3.0,4
1857,1,1,39,1,5.0,1.0,2,2.0,6.0,3
1858,1,1,37,1,5.0,1.0,2,3.0,2.0,3
1859,1,1,35,1,2.0,0.0,1,1.0,6.0,4
1860,1,0,19,1,1.0,0.0,1,4.0,6.0,4
1861,1,0,28,1,1.0,6.0,1,3.0,6.0,3
1862,1,1,41,1,6.0,3.0,3,3.0,4.0,1
1863,1,1,34,1,4.0,1.0,1,1.0,6.0,4
1864,1,1,36,1,2.0,1.0,2,6.0,4.0,2
1865,1,1,51,1,5.0,0.0,2,4.0,6.0,3
1866,1,0,52,1,5.0,0.0,1,2.0,4.0,3
1867,1,1,29,1,5.0,9.0,3,6.0,2.0,1
1868,1,1,64,1,5.0,1.0,1,2.0,6.0,2
1869,1,0,22,1,1.0,1.0,1,3.0,6.0,4
1870,1,0,31,1,4.0,0.0,1,3.0,4.0,3
1871,1,0,35,1,8.0,9.0,1,1.0,2.0,1
1872,1,0,26,1,4.0,1.0,1,3.0,4.0,2
1873,1,1,35,1,6.0,0.0,1,2.0,3.0,2
1874,1,0,36,1,5.0,12.0,1,1.0,6.0,2
1875,1,0,28,1,4.0,0.0,1,3.0,6.0,4
1876,1,0,28,1,6.0,0.0,1,5.0,6.0,3
1877,1,0,26,1,7.0,1.0,1,6.0,4.0,4
1878,1,0,34,1,2.0,2.0,1,1.0,7.0,2
1879,1,0,39,1,5.0,1.0,1,1.0,6.0,1
1880,1,0,36,1,4.0,6.0,1,4.0,2.0,1
1881,1,0,18,1,1.0,0.0,1,5.0,4.0,4
1882,1,0,28,1,1.0,0.0,1,4.0,6.0,4
1883,1,1,52,1,5.0,0.0,2,2.0,3.0,3
1884,1,0,24,1,1.0,0.0,1,,3.0,4
1885,1,1,37,1,,1.0,1,1.0,3.0,3
1886,1,1,47,1,5.0,,1,6.0,6.0,2
1887,1,0,25,1,2.0,4.0,1,1.0,7.0,1
1888,1,0,29,1,1.0,0.0,1,4.0,6.0,4
1889,1,0,29,1,4.0,1.0,1,2.0,4.0,4
1890,1,1,68,1,6.0,1.0,3,3.0,6.0,2
1891,1,1,56,1,5.0,0.0,1,1.0,3.0,1
1892,1,1,55,1,5.0,4.0,2,2.0,6.0,3
1893,1,0,26,1,1.0,8.0,1,4.0,6.0,4
1894,1,0,20,1,1.0,0.0,1,6.0,4.0,4
1895,1,1,70,1,5.0,0.0,3,4.0,1.0,2
1896,1,0,38,1,4.0,8.0,1,4.0,4.0,4
1897,1,1,86,1,3.0,1.0,3,2.0,6.0,1
1898,1,1,58,1,4.0,6.0,2,3.0,3.0,2
1899,1,0,31,1,9.0,8.0,1,1.0,6.0,4
1900,1,1,39,1,6.0,7.0,1,4.0,6.0,1
1901,1,1,57,1,5.0,0.0,3,3.0,,2
1902,1,0,18,1,1.0,,1,5.0,4.0,4
1903,1,0,30,1,9.0,0.0,1,9.0,7.0,4
1904,1,0,30,1,1.0,,1,4.0,6.0,2
1905,1,1,42,1,2.0,,2,2.0,4.0,4
1906,1,1,46,1,,1.0,1,5.0,3.0,1
1907,1,0,34,1,9.0,0.0,1,4.0,4.0,4
1908,1,1,45,1,5.0,8.0,2,2.0,6.0,3
1909,1,1,68,1,5.0,1.0,1,2.0,6.0,1
1910,1,1,68,1,7.0,0.0,3,3.0,6.0,3
1911,1,1,44,1,4.0,3.0,2,5.0,3.0,2
1912,1,1,37,1,5.0,0.0,1,4.0,6.0,1
1913,1,1,38,1,6.0,5.0,3,3.0,6.0,3
1914,1,1,64,1,5.0,4.0,1,,6.0,2
1915,1,0,22,1,1.0,2.0,1,5.0,6.0,4
1916,1,1,57,1,2.0,0.0,2,6.0,4.0,1
1917,1,1,83,1,4.0,0.0,3,2.0,6.0,4
1918,1,1,34,1,5.0,5.0,2,2.0,6.0,3
1919,1,0,21,1,1.0,1.0,1,2.0,6.0,4
1920,1,0,29,1,6.0,,1,4.0,6.0,4
1921,1,0,22,1,1.0,0.0,1,2.0,4.0,4
1922,1,0,40,1,5.0,3.0,1,3.0,6.0,4
1923,1,1,49,1,6.0,4.0,3,3.0,6.0,3
1924,1,1,49,1,6.0,0.0,3,4.0,6.0,1
1925,1,0,27,1,8.0,8.0,1,1.0,6.0,4
1926,1,1,36,1,7.0,1.0,2,2.0,6.0,3
1927,1,0,18,1,1.0,,1,6.0,6.0,4
1928,1,0,29,1,1.0,,1,5.0,2.0,1
1929,1,1,42,1,6.0,3.0,1,,6.0,2
1930,1,1,72,1,6.0,1.0,3,2.0,4.0,4
1931,1,0,18,1,1.0,0.0,1,,6.0,4
1932,1,1,49,1,6.0,1.0,3,3.0,6.0,3
1933,1,1,50,1,,1.0,1,2.0,6.0,4
1934,1,1,31,1,5.0,4.0,3,2.0,6.0,3
1935,1,0,38,1,7.0,2.0,1,1.0,6.0,2
1936,1,0,42,1,7.0,1.0,1,4.0,6.0,1
1937,1,0,32,1,5.0,5.0,1,2.0,4.0,2
1938,1,1,60,1,5.0,1.0,2,3.0,3.0,3
1939,1,1,69,1,7.0,0.0,2,2.0,6.0,3
1940,1,1,65,1,5.0,1.0,2,2.0,6.0,2
1941,1,1,71,1,5.0,0.0,1,1.0,6.0,3
1942,1,1,70,1,5.0,0.0,3,2.0,6.0,2
1943,1,0,17,1,1.0,8.0,1,9.0,6.0,4
1944,1,1,32,1,5.0,1.0,2,2.0,4.0,2
1945,1,0,27,1,5.0,9.0,1,1.0,6.0,1
1946,1,1,26,1,9.0,11.0,2,2.0,6.0,1
1947,1,1,37,1,2.0,1.0,1,5.0,1.0,2
1948,1,1,62,1,5.0,0.0,2,7.0,6.0,3
1949,1,1,69,1,3.0,0.0,3,3.0,6.0,1
1950,1,0,25,1,1.0,10.0,1,1.0,6.0,4
1951,1,1,35,1,4.0,1.0,1,2.0,4.0,1
1952,1,1,46,1,5.0,0.0,1,3.0,6.0,3
1953,1,0,27,1,4.0,9.0,1,2.0,6.0,1
1954,1,0,25,1,4.0,1.0,1,5.0,6.0,3
1955,1,1,64,1,3.0,,3,2.0,3.0,2
1956,1,0,19,1,9.0,1.0,1,3.0,4.0,4
1957,1,1,29,1,5.0,0.0,2,2.0,6.0,3
1958,1,0,40,1,4.0,8.0,1,2.0,6.0,1
1959,1,0,39,1,7.0,1.0,1,1.0,6.0,1
1960,1,1,46,1,2.0,1.0,2,4.0,4.0,2
1961,1,1,39,1,4.0,2.0,2,5.0,6.0,1
1962,1,1,52,1,2.0,0.0,2,3.0,6.0,1
1963,1,0,27,1,8.0,,1,2.0,4.0,2
1964,1,1,59,1,5.0,1.0,1,2.0,6.0,1
1965,1,0,26,1,5.0,8.0,1,1.0,6.0,1
1966,1,1,42,1,5.0,2.0,1,2.0,6.0,2
1967,1,0,32,1,8.0,7.0,1,3.0,2.0,3
1968,1,1,55,1,4.0,0.0,2,2.0,6.0,3
1969,1,1,69,1,6.0,1.0,3,2.0,6.0,3
1970,1,1,69,1,7.0,1.0,3,2.0,6.0,4
1971,1,1,72,1,6.0,,3,3.0,6.0,3
1972,1,1,37,1,4.0,,2,2.0,2.0,1
1973,1,0,39,1,2.0,6.0,1,3.0,6.0,4
1974,1,1,87,1,6.0,,1,,6.0,4
1975,1,0,28,1,1.0,1.0,1,4.0,6.0,4
1976,1,1,26,1,6.0,,3,2.0,6.0,1
1977,1,1,39,1,2.0,0.0,2,2.0,6.0,2
1978,1,1,81,1,3.0,1.0,1,1.0,6.0,1
1979,1,0,37,1,5.0,7.0,1,1.0,6.0,2
1980,1,1,38,1,7.0,0.0,2,3.0,6.0,2
1981,1,1,38,1,5.0,0.0,2,2.0,2.0,3
1982,1,0,46,1,5.0,0.0,1,1.0,6.0,1
1983,1,1,74,1,3.0,0.0,3,2.0,6.0,1
1984,1,1,36,1,9.0,0.0,1,4.0,6.0,4
1985,1,1,83,1,3.0,1.0,3,2.0,6.0,1
1986,1,0,41,1,4.0,6.0,1,2.0,6.0,1
1987,1,1,38,1,7.0,0.0,2,2.0,1.0,4
1988,1,1,41,1,5.0,0.0,2,2.0,6.0,2
1989,1,1,39,1,5.0,1.0,2,2.0,4.0,1
1990,1,0,51,1,7.0,1.0,1,1.0,4.0,2
1991,1,0,51,1,5.0,5.0,1,1.0,6.0,2
1992,1,0,30,1,4.0,0.0,1,4.0,6.0,4
1993,1,1,36,1,9.0,1.0,1,2.0,6.0,4
1994,1,0,26,1,5.0,3.0,1,1.0,2.0,1
1995,1,0,34,1,2.0,4.0,1,4.0,2.0,3
1996,1,1,78,1,5.0,0.0,3,2.0,6.0,3
1997,1,0,27,1,7.0,1.0,1,4.0,6.0,3
1998,1,0,30,1,1.0,0.0,1,4.0,6.0,4
1999,1,1,87,1,6.0,0.0,3,3.0,6.0,4
2000,1,0,50,1,4.0,4.0,1,1.0,6.0,1
2001,1,1,37,1,4.0,,1,2.0,6.0,4
2002,1,1,52,1,5.0,0.0,2,2.0,3.0,2
2003,1,0,42,1,5.0,8.0,1,2.0,6.0,2
2004,1,1,54,1,6.0,0.0,1,2.0,6.0,1
2005,1,0,34,1,5.0,4.0,1,2.0,6.0,1
2006,1,1,24,1,2.0,1.0,2,2.0,4.0,1
2007,1,1,57,1,5.0,6.0,2,4.0,6.0,3
2008,1,0,31,1,7.0,1.0,1,6.0,6.0,4
2009,1,1,48,1,5.0,1.0,2,4.0,3.0,3
2010,1,1,52,1,4.0,9.0,3,2.0,6.0,1
2011,1,1,30,1,2.0,9.0,1,4.0,6.0,1
2012,1,0,38,1,5.0,1.0,1,2.0,6.0,2
2013,1,0,41,1,4.0,1.0,1,1.0,6.0,1
2014,1,0,19,1,1.0,1.0,1,5.0,2.0,4
2015,1,1,49,1,4.0,1.0,1,2.0,6.0,1
2016,1,0,25,1,7.0,0.0,1,6.0,2.0,2
2017,1,1,45,1,5.0,1.0,2,3.0,6.0,3
2018,1,0,29,1,7.0,0.0,1,2.0,3.0,1
2019,1,1,59,1,7.0,6.0,2,2.0,6.0,3
2020,1,1,83,1,3.0,0.0,1,1.0,6.0,4
2021,1,0,36,1,8.0,,1,1.0,6.0,4
2022,1,1,62,1,5.0,6.0,1,1.0,6.0,2
2023,1,0,37,1,1.0,0.0,1,2.0,6.0,4
2024,1,1,50,1,4.0,0.0,2,4.0,6.0,3
2025,1,0,19,1,1.0,0.0,1,4.0,3.0,4
2026,1,0,24,1,1.0,14.0,1,3.0,6.0,4
2027,1,0,32,1,7.0,0.0,1,5.0,6.0,4
2028,1,0,30,1,2.0,0.0,1,1.0,6.0,4
2029,1,1,56,1,1.0,1.0,1,3.0,6.0,2
2030,1,1,41,1,5.0,1.0,1,4.0,4.0,2
2031,1,1,39,1,4.0,2.0,2,5.0,2.0,2
2032,1,1,65,1,3.0,0.0,3,3.0,6.0,2
2033,1,0,20,1,8.0,0.0,1,4.0,3.0,1
2034,1,1,72,1,6.0,1.0,3,2.0,6.0,2
2035,1,1,45,1,5.0,0.0,1,2.0,6.0,3
2036,1,1,65,1,5.0,0.0,2,2.0,6.0,3
2037,1,1,26,1,7.0,0.0,2,2.0,5.0,4
